orderID,orderDate,orderTime,orderCost
251,2023-12-20,12:25:25,20
252,2017-11-20,11:22:22,2
253,2009-04-14,04:01:01,8
254,2010-11-13,11:55:55,3
255,2013-03-05,03:15:15,18
256,2016-05-02,05:45:45,9
257,2024-11-12,11:12:12,10
258,2010-12-13,12:53:53,14
259,2023-01-10,01:07:07,18
260,2010-07-19,07:09:09,8
261,2011-09-19,09:16:16,15
262,2002-12-21,12:55:55,14
263,2022-05-23,05:09:09,20
264,2007-08-23,08:35:35,14
265,2021-06-13,06:04:04,20
266,2024-09-28,09:14:14,9
267,2012-11-28,11:01:01,8
268,2025-08-04,08:08:08,20
269,2025-03-15,03:55:55,8
270,2005-06-21,06:58:58,10
271,2016-08-17,08:53:53,11
272,2005-02-11,02:35:35,14
273,2006-06-22,06:56:56,18
274,2007-12-09,12:35:35,9
275,2024-11-26,11:43:43,1
276,2012-07-14,07:07:07,16
277,2004-06-24,06:54:54,17
278,2016-04-24,04:18:18,8
279,2011-09-15,09:35:35,3
280,2000-07-14,07:00:00,3
281,2025-04-23,04:02:02,14
282,2017-05-19,05:11:11,6
283,2010-09-19,09:53:53,10
284,2005-09-05,09:18:18,5
285,2013-04-16,04:06:06,18
286,2016-08-27,08:19:19,16
287,2019-12-22,12:32:32,17
288,2002-10-13,10:41:41,1
289,2015-11-26,11:40:40,2
290,2006-05-01,05:22:22,12
291,2014-02-05,02:04:04,1
292,2022-06-23,06:50:50,6
293,2017-08-11,08:39:39,4
294,2013-09-21,09:37:37,9
295,2002-05-05,05:44:44,3
296,2024-03-03,03:31:31,13
297,2013-01-25,01:51:51,11
298,2009-09-08,09:58:58,15
299,2000-09-25,09:47:47,1
300,2023-05-14,05:08:08,6
301,2008-10-06,10:20:20,16
302,2024-04-19,04:39:39,1
303,2001-03-07,03:11:11,12
304,2000-12-01,12:49:49,11
305,2023-02-13,02:07:07,1
306,2022-05-03,05:39:39,20
307,2011-05-28,05:47:47,8
308,2008-07-13,07:18:18,16
309,2010-07-21,07:13:13,11
310,2008-08-09,08:08:08,14
311,2010-12-25,12:57:57,9
312,2022-06-26,06:48:48,7
313,2019-04-26,04:52:52,2
314,2005-04-08,04:55:55,2
315,2021-12-20,12:29:29,3
316,2020-04-16,04:00:00,16
317,2005-11-23,11:27:27,19
318,2013-08-27,08:27:27,13
319,2003-01-03,01:27:27,17
320,2016-04-28,04:59:59,7
321,2011-01-18,01:09:09,3
322,2023-02-28,02:16:16,17
323,2013-05-24,05:50:50,5
324,2010-08-10,08:24:24,6
325,2024-07-07,07:00:00,16
326,2005-11-03,11:04:04,18
327,2002-04-17,04:55:55,1
328,2021-02-14,02:23:23,14
329,2010-02-23,02:38:38,9
330,2015-04-27,04:16:16,7
331,2015-05-01,05:58:58,9
332,2020-06-05,06:24:24,16
333,2006-07-01,07:12:12,3
334,2013-05-12,05:07:07,16
335,2010-12-10,12:10:10,14
336,2008-01-28,01:05:05,1
337,2010-04-23,04:04:04,12
338,2022-05-03,05:04:04,2
339,2006-01-28,01:53:53,16
340,2011-03-17,03:46:46,13
341,2013-01-14,01:37:37,8
342,2018-08-20,08:50:50,8
343,2017-06-01,06:45:45,12
344,2021-03-27,03:37:37,4
345,2005-06-20,06:31:31,3
346,2023-09-07,09:19:19,8
347,2004-10-12,10:53:53,20
348,2001-05-11,05:50:50,10
349,2005-12-18,12:36:36,4
350,2021-09-26,09:53:53,7
351,2010-09-27,09:01:01,19
352,2010-12-16,12:54:54,11
353,2004-10-27,10:23:23,5
354,2015-01-12,01:49:49,7
355,2003-04-12,04:18:18,20
356,2024-07-17,07:17:17,20
357,2010-07-12,07:23:23,12
358,2002-09-20,09:10:10,10
359,2012-02-15,02:54:54,16
360,2011-03-28,03:48:48,18
361,2012-01-01,01:23:23,14
362,2018-02-04,02:47:47,2
363,2001-07-10,07:18:18,4
364,2008-01-12,01:33:33,4
365,2010-03-18,03:25:25,7
366,2012-11-28,11:42:42,14
367,2004-12-06,12:47:47,17
368,2007-03-08,03:07:07,20
369,2005-12-21,12:24:24,7
370,2019-08-24,08:46:46,7
371,2018-11-22,11:03:03,18
372,2014-06-13,06:19:19,12
373,2018-10-13,10:06:06,7
374,2022-07-03,07:36:36,12
375,2007-11-15,11:40:40,19
376,2024-05-15,05:15:15,16
377,2014-12-22,12:31:31,3
378,2006-09-11,09:45:45,10
379,2024-06-06,06:02:02,9
380,2006-10-19,10:25:25,15
381,2016-11-07,11:19:19,19
382,2018-07-28,07:46:46,3
383,2015-04-12,04:52:52,1
384,2013-10-20,10:03:03,15
385,2022-11-13,11:03:03,13
386,2003-01-06,01:17:17,11
387,2001-11-17,11:09:09,19
388,2007-02-23,02:37:37,6
389,2013-04-16,04:04:04,5
390,2022-10-27,10:22:22,16
391,2024-01-04,01:49:49,9
392,2016-09-19,09:56:56,17
393,2009-05-10,05:50:50,11
394,2013-10-21,10:38:38,20
395,2019-08-15,08:22:22,10
396,2010-07-07,07:14:14,20
397,2018-03-14,03:25:25,17
398,2010-05-10,05:08:08,20
399,2009-10-14,10:23:23,2
400,2023-08-09,08:57:57,8
401,2020-10-04,10:00:00,8
402,2004-05-24,05:02:02,1
403,2005-02-03,02:09:09,2
404,2015-06-04,06:44:44,15
405,2003-02-03,02:11:11,12
406,2020-03-24,03:14:14,18
407,2001-12-13,12:01:01,4
408,2021-12-20,12:08:08,2
409,2011-02-19,02:26:26,9
410,2004-08-26,08:23:23,2
411,2023-09-22,09:55:55,2
412,2017-06-22,06:03:03,4
413,2014-11-04,11:29:29,14
414,2025-07-25,07:53:53,13
415,2003-08-19,08:25:25,5
416,2003-09-02,09:06:06,19
417,2005-05-08,05:18:18,13
418,2023-09-24,09:42:42,14
419,2014-11-12,11:06:06,11
420,2017-09-05,09:44:44,6
421,2019-09-12,09:39:39,14
422,2020-04-21,04:21:21,15
423,2023-01-24,01:35:35,8
424,2021-05-10,05:22:22,12
425,2021-09-24,09:49:49,2
426,2014-04-25,04:21:21,5
427,2020-01-03,01:46:46,6
428,2009-02-06,02:49:49,15
429,2010-07-14,07:25:25,17
430,2005-03-09,03:42:42,6
431,2022-09-12,09:16:16,12
432,2001-07-28,07:31:31,3
433,2017-03-06,03:46:46,3
434,2016-06-16,06:51:51,18
435,2020-12-12,12:43:43,10
436,2017-10-01,10:07:07,12
437,2004-12-28,12:12:12,19
438,2014-09-21,09:30:30,11
439,2022-03-13,03:56:56,7
440,2010-10-07,10:25:25,6
441,2021-07-13,07:50:50,18
442,2025-12-21,12:06:06,3
443,2006-09-04,09:57:57,16
444,2015-10-11,10:54:54,11
445,2008-03-21,03:19:19,14
446,2012-12-28,12:30:30,12
447,2025-07-17,07:32:32,7
448,2011-08-27,08:59:59,5
449,2021-07-12,07:48:48,8
450,2024-10-20,10:52:52,18
451,2004-07-17,07:43:43,18
452,2015-11-18,11:53:53,20
453,2022-05-27,05:27:27,20
454,2022-05-26,05:40:40,12
455,2013-08-17,08:47:47,18
456,2009-09-27,09:33:33,8
457,2000-08-01,08:58:58,2
458,2021-03-04,03:16:16,20
459,2020-03-07,03:25:25,5
460,2000-06-07,06:40:40,1
461,2011-07-08,07:50:50,12
462,2016-12-28,12:55:55,1
463,2014-06-04,06:03:03,18
464,2001-02-24,02:55:55,8
465,2008-04-27,04:04:04,8
466,2023-04-03,04:02:02,20
467,2016-02-24,02:59:59,4
468,2001-07-03,07:16:16,16
469,2013-05-14,05:35:35,15
470,2013-05-15,05:21:21,3
471,2019-02-15,02:41:41,5
472,2005-07-15,07:21:21,5
473,2017-01-02,01:10:10,10
474,2017-08-11,08:50:50,5
475,2001-10-10,10:52:52,2
476,2024-01-21,01:56:56,17
477,2018-05-20,05:13:13,17
478,2019-09-12,09:06:06,4
479,2016-12-13,12:18:18,1
480,2021-05-26,05:41:41,17
481,2001-06-18,06:03:03,15
482,2023-08-20,08:30:30,10
483,2018-01-14,01:55:55,19
484,2025-04-10,04:28:28,9
485,2020-06-01,06:38:38,14
486,2020-04-02,04:03:03,2
487,2011-07-09,07:12:12,15
488,2024-06-18,06:54:54,14
489,2021-01-13,01:13:13,16
490,2017-07-15,07:10:10,17
491,2019-09-10,09:45:45,2
492,2009-11-23,11:18:18,9
493,2006-05-06,05:25:25,2
494,2024-03-11,03:34:34,11
495,2016-02-28,02:31:31,7
496,2011-04-25,04:04:04,12
497,2023-01-12,01:23:23,11
498,2019-09-20,09:26:26,7
499,2025-07-20,07:14:14,6
500,2017-05-24,05:11:11,14
501,2016-12-20,12:26:26,4
502,2014-09-07,09:59:59,5
503,2016-05-15,05:29:29,12
504,2005-09-04,09:27:27,1
505,2016-10-12,10:24:24,3
506,2012-07-17,07:37:37,9
507,2018-12-01,12:19:19,17
508,2002-01-08,01:01:01,12
509,2010-06-03,06:09:09,9
510,2009-06-25,06:59:59,7
511,2023-06-16,06:25:25,4
512,2005-10-18,10:14:14,13
513,2003-11-17,11:30:30,16
514,2012-12-14,12:53:53,6
515,2017-01-24,01:20:20,6
516,2001-05-04,05:09:09,3
517,2004-09-18,09:15:15,11
518,2016-11-23,11:14:14,9
519,2020-06-09,06:57:57,18
520,2012-09-01,09:42:42,9
521,2011-04-24,04:01:01,9
522,2014-02-27,02:43:43,17
523,2009-07-12,07:23:23,10
524,2001-06-10,06:38:38,11
525,2018-09-13,09:09:09,7
526,2024-10-23,10:47:47,9
527,2020-04-06,04:00:00,2
528,2009-08-23,08:02:02,6
529,2025-10-01,10:39:39,6
530,2020-03-12,03:50:50,3
531,2022-10-06,10:54:54,13
532,2024-02-21,02:37:37,5
533,2014-07-15,07:05:05,14
534,2002-01-14,01:02:02,19
535,2017-06-08,06:21:21,17
536,2006-02-09,02:03:03,16
537,2009-12-23,12:13:13,13
538,2011-10-04,10:38:38,2
539,2023-10-25,10:43:43,8
540,2021-02-05,02:43:43,3
541,2016-10-09,10:37:37,2
542,2012-01-19,01:51:51,2
543,2000-05-22,05:36:36,5
544,2023-12-28,12:17:17,19
545,2019-06-02,06:19:19,3
546,2017-07-26,07:46:46,10
547,2015-12-19,12:23:23,13
548,2014-09-28,09:44:44,6
549,2019-01-22,01:54:54,11
550,2014-12-12,12:42:42,13
551,2018-03-16,03:35:35,15
552,2021-10-18,10:54:54,16
553,2019-03-09,03:11:11,16
554,2019-11-11,11:27:27,1
555,2010-11-16,11:02:02,17
556,2003-04-02,04:52:52,14
557,2013-08-09,08:40:40,4
558,2020-05-09,05:24:24,5
559,2006-01-18,01:22:22,8
560,2022-03-13,03:23:23,3
561,2006-05-07,05:23:23,10
562,2003-11-08,11:12:12,20
563,2013-10-24,10:29:29,20
564,2019-04-18,04:00:00,3
565,2010-11-28,11:33:33,13
566,2013-12-18,12:44:44,16
567,2021-06-11,06:02:02,3
568,2012-10-05,10:13:13,10
569,2023-03-06,03:43:43,6
570,2008-04-14,04:12:12,12
571,2024-11-13,11:50:50,12
572,2021-11-17,11:57:57,10
573,2020-09-16,09:52:52,4
574,2011-03-17,03:47:47,15
575,2024-12-25,12:44:44,20
576,2004-01-06,01:47:47,4
577,2017-05-03,05:20:20,16
578,2014-01-07,01:46:46,4
579,2002-06-07,06:55:55,16
580,2012-09-07,09:05:05,18
581,2010-01-03,01:57:57,8
582,2002-11-12,11:55:55,7
583,2008-09-28,09:22:22,10
584,2019-10-08,10:32:32,1
585,2006-07-26,07:05:05,19
586,2010-09-26,09:11:11,18
587,2004-05-12,05:21:21,13
588,2017-08-05,08:40:40,6
589,2019-02-17,02:26:26,18
590,2015-04-15,04:29:29,16
591,2013-10-12,10:18:18,2
592,2011-06-15,06:06:06,16
593,2024-07-03,07:31:31,9
594,2021-08-04,08:04:04,13
595,2015-11-23,11:00:00,13
596,2005-06-20,06:29:29,17
597,2021-07-06,07:59:59,6
598,2003-05-28,05:30:30,15
599,2001-09-09,09:52:52,10
600,2011-04-12,04:35:35,1
601,2012-02-12,02:49:49,10
602,2007-10-25,10:05:05,19
603,2004-02-06,02:16:16,10
604,2020-05-20,05:38:38,20
605,2011-05-26,05:51:51,16
606,2018-02-15,02:05:05,16
607,2025-12-06,12:59:59,19
608,2024-02-11,02:24:24,3
609,2005-11-02,11:49:49,1
610,2011-07-20,07:14:14,7
611,2014-05-25,05:51:51,9
612,2014-04-20,04:52:52,3
613,2008-05-23,05:02:02,10
614,2025-10-06,10:48:48,2
615,2022-02-02,02:48:48,8
616,2002-04-27,04:48:48,9
617,2013-09-19,09:52:52,4
618,2001-04-23,04:01:01,11
619,2013-06-27,06:14:14,10
620,2006-04-04,04:32:32,11
621,2019-08-11,08:05:05,6
622,2014-04-18,04:57:57,1
623,2019-06-28,06:51:51,11
624,2007-11-17,11:05:05,13
625,2025-07-18,07:40:40,14
626,2009-07-02,07:48:48,9
627,2017-08-18,08:07:07,3
628,2015-07-14,07:20:20,17
629,2015-08-13,08:12:12,11
630,2014-08-25,08:03:03,3
631,2015-10-26,10:11:11,19
632,2018-09-13,09:13:13,2
633,2011-04-12,04:27:27,14
634,2002-11-05,11:20:20,17
635,2009-02-19,02:04:04,17
636,2013-03-17,03:32:32,11
637,2006-11-13,11:21:21,12
638,2023-08-23,08:26:26,16
639,2001-10-28,10:51:51,9
640,2001-05-23,05:38:38,16
641,2004-07-18,07:26:26,4
642,2004-12-10,12:15:15,8
643,2022-05-10,05:31:31,4
644,2025-07-20,07:48:48,3
645,2011-08-15,08:02:02,5
646,2006-08-15,08:08:08,4
647,2011-12-26,12:46:46,1
648,2021-07-05,07:33:33,7
649,2000-05-19,05:16:16,18
650,2010-01-03,01:14:14,3
651,2014-12-14,12:43:43,13
652,2011-08-22,08:03:03,18
653,2000-11-22,11:38:38,3
654,2022-02-14,02:45:45,7
655,2013-12-02,12:02:02,20
656,2019-04-25,04:12:12,6
657,2009-06-19,06:33:33,20
658,2011-10-17,10:31:31,20
659,2003-11-14,11:37:37,19
660,2010-03-04,03:36:36,20
661,2021-01-13,01:12:12,5
662,2025-08-06,08:21:21,5
663,2006-04-07,04:13:13,19
664,2015-04-21,04:34:34,8
665,2003-04-03,04:15:15,1
666,2002-10-02,10:44:44,15
667,2024-05-27,05:46:46,11
668,2003-10-22,10:53:53,17
669,2006-10-16,10:17:17,4
670,2014-03-28,03:45:45,19
671,2001-11-06,11:02:02,3
672,2009-02-25,02:34:34,17
673,2024-03-28,03:17:17,16
674,2022-05-01,05:46:46,13
675,2021-01-24,01:06:06,13
676,2001-04-16,04:21:21,3
677,2018-10-20,10:21:21,9
678,2017-04-03,04:51:51,20
679,2023-04-18,04:16:16,16
680,2022-08-17,08:48:48,18
681,2021-09-03,09:28:28,4
682,2002-03-03,03:50:50,8
683,2014-03-04,03:21:21,4
684,2018-06-04,06:52:52,6
685,2001-10-03,10:44:44,12
686,2023-03-01,03:06:06,19
687,2014-10-27,10:07:07,2
688,2014-05-25,05:31:31,17
689,2022-06-12,06:22:22,17
690,2008-12-25,12:02:02,18
691,2003-03-28,03:30:30,14
692,2008-06-11,06:36:36,13
693,2007-12-11,12:20:20,8
694,2016-11-23,11:00:00,20
695,2014-10-21,10:38:38,10
696,2011-01-17,01:17:17,3
697,2005-06-15,06:45:45,2
698,2022-04-19,04:11:11,11
699,2014-04-26,04:27:27,17
700,2009-12-03,12:18:18,12
701,2002-08-16,08:09:09,10
702,2003-05-04,05:24:24,1
703,2019-08-14,08:55:55,6
704,2007-02-09,02:30:30,17
705,2019-11-05,11:50:50,14
706,2020-03-08,03:01:01,6
707,2001-11-11,11:46:46,9
708,2010-10-08,10:26:26,4
709,2018-07-05,07:58:58,6
710,2019-09-26,09:16:16,1
711,2021-04-02,04:51:51,4
712,2016-12-06,12:51:51,19
713,2012-11-20,11:58:58,6
714,2007-02-25,02:00:00,8
715,2001-01-10,01:01:01,17
716,2015-09-22,09:14:14,18
717,2012-01-02,01:57:57,12
718,2020-05-11,05:10:10,1
719,2020-04-07,04:53:53,17
720,2015-11-27,11:16:16,9
721,2025-08-13,08:39:39,16
722,2015-12-17,12:59:59,17
723,2018-03-28,03:01:01,15
724,2002-04-12,04:37:37,18
725,2020-10-14,10:04:04,20
726,2003-06-09,06:19:19,18
727,2007-05-05,05:36:36,20
728,2008-06-14,06:06:06,12
729,2000-10-17,10:36:36,15
730,2020-01-01,01:26:26,9
731,2003-12-06,12:23:23,12
732,2015-11-09,11:10:10,3
733,2007-05-04,05:03:03,16
734,2018-06-11,06:30:30,6
735,2024-04-11,04:22:22,9
736,2018-08-12,08:38:38,11
737,2010-02-27,02:03:03,11
738,2019-10-01,10:18:18,1
739,2008-05-08,05:07:07,2
740,2009-07-03,07:49:49,3
741,2017-02-21,02:01:01,3
742,2017-02-14,02:59:59,14
743,2012-09-01,09:52:52,17
744,2015-05-13,05:50:50,8
745,2012-03-16,03:19:19,2
746,2007-05-11,05:31:31,3
747,2004-07-04,07:04:04,12
748,2015-07-19,07:33:33,19
749,2002-10-11,10:24:24,3
750,2024-06-21,06:53:53,6
751,2016-10-15,10:57:57,2
752,2025-01-02,01:58:58,1
753,2004-05-27,05:17:17,1
754,2020-04-04,04:40:40,9
755,2016-02-01,02:00:00,13
756,2013-11-27,11:05:05,12
757,2006-02-14,02:03:03,2
758,2024-01-12,01:39:39,2
759,2012-12-03,12:37:37,16
760,2010-09-25,09:09:09,5
761,2023-02-15,02:56:56,16
762,2015-08-19,08:14:14,8
763,2012-11-03,11:13:13,9
764,2020-12-19,12:16:16,12
765,2016-01-03,01:31:31,4
766,2007-08-13,08:06:06,13
767,2025-11-09,11:18:18,8
768,2018-12-17,12:59:59,18
769,2003-10-03,10:19:19,17
770,2011-04-01,04:28:28,5
771,2015-10-03,10:54:54,15
772,2023-06-19,06:23:23,12
773,2001-11-02,11:31:31,16
774,2021-02-01,02:47:47,12
775,2023-01-11,01:32:32,8
776,2024-03-01,03:47:47,3
777,2016-04-01,04:03:03,7
778,2024-08-15,08:47:47,16
779,2019-05-03,05:09:09,8
780,2019-04-18,04:29:29,13
781,2022-10-17,10:51:51,8
782,2009-06-19,06:20:20,9
783,2019-10-05,10:27:27,4
784,2012-03-11,03:29:29,17
785,2015-07-04,07:31:31,3
786,2001-07-28,07:31:31,13
787,2025-07-06,07:04:04,11
788,2000-11-11,11:23:23,3
789,2023-09-17,09:01:01,16
790,2022-01-03,01:34:34,6
791,2020-08-27,08:31:31,20
792,2012-05-24,05:03:03,18
793,2020-03-11,03:23:23,9
794,2006-03-17,03:19:19,15
795,2004-08-04,08:34:34,4
796,2022-06-28,06:58:58,6
797,2002-12-06,12:41:41,9
798,2010-08-14,08:20:20,15
799,2010-05-21,05:45:45,10
800,2025-05-12,05:26:26,18
801,2019-03-24,03:16:16,14
802,2017-11-26,11:37:37,18
803,2005-04-18,04:52:52,13
804,2000-11-10,11:22:22,19
805,2023-12-15,12:20:20,4
806,2003-06-05,06:37:37,1
807,2019-12-04,12:20:20,9
808,2008-02-26,02:40:40,20
809,2009-10-01,10:36:36,12
810,2017-12-20,12:14:14,7
811,2001-11-11,11:10:10,10
812,2022-07-19,07:15:15,5
813,2008-03-18,03:14:14,19
814,2025-06-01,06:01:01,14
815,2012-12-12,12:13:13,15
816,2025-06-11,06:57:57,3
817,2010-12-23,12:32:32,10
818,2025-03-20,03:42:42,20
819,2024-03-05,03:18:18,17
820,2020-11-16,11:01:01,8
821,2012-05-05,05:13:13,3
822,2002-12-09,12:49:49,18
